CODESC;tur_id;Período;TURMA
094455;140936;Tarde;9A
094463;143388;Manhã;3A
094463;143389;Manhã;3B
094463;143390;Manhã;3C
094463;143391;Manhã;3D
094463;143392;Manhã;7A
094463;143393;Manhã;7B
094463;143394;Manhã;7C
094463;151216;Manhã;ANO 8 AMOSTRAL
094463;151214;Tarde;ANO 4 AMOSTRAL
094463;143401;Tarde;5A
094463;143402;Tarde;5B
094463;143403;Tarde;5C
094463;151215;Tarde;ANO 6 AMOSTRAL
094463;143404;Tarde;9A
094471;142919;Manhã;3A
094471;151217;Manhã;ANO 4 AMOSTRAL
094471;142907;Manhã;5A
094471;142908;Manhã;5B
094471;142911;Manhã;7A
094471;142912;Manhã;7B
094471;142917;Manhã;9A
094471;142904;Tarde;3B
094471;142920;Tarde;3C
094471;142909;Tarde;5C
094471;142910;Tarde;5D
094471;151218;Tarde;ANO 6 AMOSTRAL
094471;142922;Tarde;7C
094471;142913;Tarde;7D
094471;151219;Tarde;ANO 8 AMOSTRAL
094471;142918;Tarde;9B
094480;138428;Manhã;3A
094480;138429;Manhã;3B
094480;138430;Manhã;3C
094480;151221;Manhã;ANO 6 AMOSTRAL
094480;138433;Manhã;7A
094480;138434;Manhã;7B
094480;138435;Manhã;7C
094480;138436;Manhã;7D
094480;151220;Tarde;ANO 4 AMOSTRAL
094480;138440;Tarde;5A
094480;138441;Tarde;5B
094480;138442;Tarde;5C
094480;138443;Tarde;5D
094480;151222;Tarde;ANO 8 AMOSTRAL
094498;138864;Manhã;3A
094498;138865;Manhã;3B
094498;138866;Manhã;3C
094498;151223;Manhã;ANO 4 AMOSTRAL
094498;138870;Tarde;5A
094498;138871;Tarde;5B
094498;138872;Tarde;5C
094498;151224;Tarde;ANO 6 AMOSTRAL
094498;138876;Tarde;7A
094498;138877;Tarde;7B
094498;151225;Tarde;ANO 8 AMOSTRAL
094501;132202;Manhã;3A
094501;132203;Manhã;3B
094501;132204;Manhã;3C
094501;151226;Manhã;ANO 4 AMOSTRAL
094501;132208;Manhã;5A
094501;132209;Manhã;5B
094501;132210;Tarde;5C
094501;151227;Tarde;ANO 6 AMOSTRAL
094501;132215;Tarde;7A
094501;132216;Tarde;7B
094501;132217;Tarde;7C
094501;151228;Tarde;ANO 8 AMOSTRAL
094510;151229;Manhã;ANO 4 AMOSTRAL
094510;151230;Manhã;ANO 6 AMOSTRAL
094510;151231;Manhã;ANO 8 AMOSTRAL
094510;133779;Tarde;3A
094510;133780;Tarde;3B
094510;133782;Tarde;5A
094510;133781;Tarde;5B
094510;133783;Tarde;5C
094510;133784;Tarde;7A
094510;133785;Tarde;7B
094528;151232;Manhã;ANO 4 AMOSTRAL
094528;144820;Manhã;5A
094528;144821;Manhã;5B
094528;144822;Manhã;5C
094528;144818;Manhã;7A
094528;144819;Manhã;7B
094528;151234;Manhã;ANO 8 AMOSTRAL
094528;144815;Manhã;9A
094528;144808;Tarde;3A
094528;144809;Tarde;3B
094528;144810;Tarde;3C
094528;144811;Tarde;3D
094528;151233;Tarde;ANO 6 AMOSTRAL
094536;131206;Manhã;5A
094536;131207;Manhã;5B
094536;131208;Manhã;5C
094536;151236;Manhã;ANO 6 AMOSTRAL
094536;131220;Manhã;9A
094536;131221;Manhã;9B
094536;131200;Tarde;3A
094536;131201;Tarde;3B
094536;131202;Tarde;3C
094536;151235;Tarde;ANO 4 AMOSTRAL
094536;131209;Tarde;7A
094536;131210;Tarde;7B
094536;131211;Tarde;7C
094536;151237;Tarde;ANO 8 AMOSTRAL
094544;131720;Manhã;5A
094544;131721;Manhã;5B
094544;151239;Manhã;ANO 6 AMOSTRAL
094544;131725;Manhã;7A
094544;131726;Manhã;7B
094544;131727;Manhã;7C
094544;151240;Manhã;ANO 8 AMOSTRAL
094544;131731;Manhã;9A
094544;131732;Manhã;9B
094544;131714;Tarde;3A
094544;131715;Tarde;3B
094544;131716;Tarde;3C
094544;151238;Tarde;ANO 4 AMOSTRAL
094552;139872;Manhã;3A
094552;139873;Manhã;3B
094552;139874;Manhã;3C
094552;151241;Manhã;ANO 4 AMOSTRAL
094552;139877;Manhã;5A
094552;139888;Manhã;5B
094552;139889;Manhã;5C
094552;151242;Tarde;ANO 6 AMOSTRAL
094552;139881;Tarde;7A
094552;139882;Tarde;7B
094552;151243;Tarde;ANO 8 AMOSTRAL
094552;139886;Tarde;9A
094552;139887;Tarde;9B
094561;143611;Manhã;3A
094561;143612;Manhã;3B
094561;143631;Manhã;3C
094561;151244;Manhã;ANO 4 AMOSTRAL
094561;143615;Manhã;5A
094561;143616;Manhã;5B
094561;143617;Manhã;5C
094561;151245;Tarde;ANO 6 AMOSTRAL
094561;143621;Tarde;7A
094561;143622;Tarde;7B
094561;143623;Tarde;7C
094561;151246;Tarde;ANO 8 AMOSTRAL
094561;143628;Tarde;9A
094561;143629;Tarde;9B
094561;143630;Tarde;9C
094579;151247;Manhã;ANO 4 AMOSTRAL
094579;144064;Manhã;5A
094579;144065;Manhã;5B
094579;144069;Manhã;7A
094579;144070;Manhã;7B
094579;144074;Manhã;9A
094579;144060;Tarde;3A
094579;144061;Tarde;3B
094579;144080;Tarde;3C
094579;151248;Tarde;ANO 6 AMOSTRAL
094579;151249;Tarde;ANO 8 AMOSTRAL
094587;136902;Manhã;5A
094587;136903;Manhã;5B
094587;136907;Manhã;5C
094587;151251;Manhã;ANO 6 AMOSTRAL
094587;136904;Manhã;7A
094587;136905;Manhã;7B
094587;136906;Manhã;7C
094587;151252;Manhã;ANO 8 AMOSTRAL
094587;136910;Manhã;9A
094587;136911;Manhã;9B
094587;136897;Tarde;3A
094587;136898;Tarde;3B
094587;136899;Tarde;3C
094587;151250;Tarde;ANO 4 AMOSTRAL
094595;138329;Manhã;3A
094595;138330;Manhã;3B
094595;138331;Manhã;3C
094595;138332;Manhã;7A
094595;151255;Manhã;ANO 8 AMOSTRAL
094595;151253;Tarde;ANO 4 AMOSTRAL
094595;138340;Tarde;5A
094595;138341;Tarde;5B
094595;138342;Tarde;5C
094595;151254;Tarde;ANO 6 AMOSTRAL
094595;138346;Tarde;7B
094595;138347;Tarde;7C
094595;138348;Tarde;7D
094609;130742;Manhã;3A
094609;130743;Manhã;3B
094609;130744;Manhã;3C
094609;151256;Manhã;ANO 4 AMOSTRAL
094609;130749;Manhã;5A
094609;130750;Manhã;5B
094609;130751;Manhã;5C
094609;130752;Manhã;5D
094609;151258;Manhã;ANO 8 AMOSTRAL
094609;130753;Manhã;9A
094609;151257;Tarde;ANO 6 AMOSTRAL
094609;130767;Tarde;7A
094609;130768;Tarde;7B
094609;130769;Tarde;7C
094609;130770;Tarde;7D
094617;151260;Manhã;ANO 6 AMOSTRAL
094617;131766;Manhã;7A
094617;131772;Manhã;7B
094617;131767;Manhã;7C
094617;151261;Manhã;ANO 8 AMOSTRAL
094617;131770;Manhã;9A
094617;131775;Manhã;9B
094617;131771;Tarde;3A
094617;131758;Tarde;3B
094617;131776;Tarde;3C
094617;151259;Tarde;ANO 4 AMOSTRAL
094617;131761;Tarde;5A
094617;131762;Tarde;5B
094617;131763;Tarde;5C
094625;151262;Manhã;ANO 4 AMOSTRAL
094625;133135;Manhã;5A
094625;133136;Manhã;5B
094625;133137;Manhã;5C
094625;133138;Manhã;5D
094625;151263;Manhã;ANO 6 AMOSTRAL
094625;133139;Manhã;7A
094625;133140;Manhã;7B
094625;133141;Manhã;7C
094625;133142;Manhã;7D
094625;133120;Tarde;3A
094625;133121;Tarde;3B
094625;133122;Tarde;3C
094625;133123;Tarde;3D
094625;151264;Tarde;ANO 8 AMOSTRAL
094633;139022;Manhã;5A
094633;139023;Manhã;5B
094633;139024;Manhã;5C
094633;151266;Manhã;ANO 6 AMOSTRAL
094633;139028;Manhã;7A
094633;139029;Manhã;7B
094633;139030;Manhã;7C
094633;151267;Manhã;ANO 8 AMOSTRAL
094633;139016;Tarde;3A
094633;139017;Tarde;3B
094633;139018;Tarde;3C
094633;151265;Tarde;ANO 4 AMOSTRAL
094641;134199;Manhã;5A
094641;134198;Manhã;5B
094641;151269;Manhã;ANO 6 AMOSTRAL
094641;134202;Manhã;7A
094641;134203;Manhã;7B
094641;151270;Manhã;ANO 8 AMOSTRAL
094641;134194;Tarde;3A
094641;134195;Tarde;3B
094641;151268;Tarde;ANO 4 AMOSTRAL
094668;133837;Tarde;3A
094668;133838;Tarde;3B
094668;151271;Tarde;ANO 4 AMOSTRAL
094668;133841;Tarde;5A
094668;133842;Tarde;5B
094668;151272;Tarde;ANO 6 AMOSTRAL
094668;133843;Tarde;7A
094668;133844;Tarde;7B
094668;151273;Tarde;ANO 8 AMOSTRAL
094676;145330;Manhã;3A
094676;145331;Manhã;3B
094676;151274;Manhã;ANO 4 AMOSTRAL
094676;145334;Manhã;5A
094676;145335;Manhã;5B
094676;151275;Tarde;ANO 6 AMOSTRAL
094676;145339;Tarde;7A
094676;145338;Tarde;7B
094676;151276;Tarde;ANO 8 AMOSTRAL
094676;145340;Tarde;9A
094684;142093;Manhã;3A
094684;151277;Manhã;ANO 4 AMOSTRAL
094684;142079;Manhã;5A
094684;142080;Manhã;5B
094684;142081;Manhã;5C
094684;142092;Manhã;7A
094684;151279;Manhã;ANO 8 AMOSTRAL
094684;142088;Manhã;9A
094684;142089;Manhã;9B
094684;142094;Tarde;3B
094684;142075;Tarde;3C
094684;151278;Tarde;ANO 6 AMOSTRAL
094684;142085;Tarde;7B
094684;142091;Tarde;7C
094692;133738;Manhã;3A
094692;133739;Manhã;3B
094692;133740;Manhã;3C
094692;151281;Manhã;ANO 6 AMOSTRAL
094692;151282;Manhã;ANO 8 AMOSTRAL
094692;151280;Tarde;ANO 4 AMOSTRAL
094692;133727;Tarde;5A
094692;133728;Tarde;5B
094692;133729;Tarde;5C
094692;133730;Tarde;7A
094692;133720;Tarde;7B
094692;133721;Tarde;7C
094692;133722;Tarde;7D
094706;151283;Manhã;ANO 4 AMOSTRAL
094706;130944;Manhã;5A
094706;130945;Manhã;5B
094706;130946;Manhã;5C
094706;151284;Manhã;ANO 6 AMOSTRAL
094706;151285;Manhã;ANO 8 AMOSTRAL
094706;130950;Manhã;9A
094706;130955;Tarde;3A
094706;130956;Tarde;3B
094706;130959;Tarde;7A
094706;130960;Tarde;7B
094706;130961;Tarde;7C
094714;133221;Manhã;5A
094714;133222;Manhã;5B
094714;133223;Manhã;5C
094714;151287;Manhã;ANO 6 AMOSTRAL
094714;133227;Manhã;7A
094714;133228;Manhã;7B
094714;133229;Manhã;7C
094714;151288;Manhã;ANO 8 AMOSTRAL
094714;133215;Tarde;3A
094714;133216;Tarde;3B
094714;133217;Tarde;3C
094714;151286;Tarde;ANO 4 AMOSTRAL
094722;140635;Manhã;3A
094722;140637;Manhã;3B
094722;140655;Manhã;3C
094722;151289;Manhã;ANO 4 AMOSTRAL
094722;140638;Manhã;7A
094722;140639;Manhã;7B
094722;140643;Manhã;7C
094722;151291;Manhã;ANO 8 AMOSTRAL
094722;140650;Tarde;5A
094722;140652;Tarde;5B
094722;140653;Tarde;5C
094722;151290;Tarde;ANO 6 AMOSTRAL
094731;151292;Manhã;ANO 4 AMOSTRAL
094731;138461;Manhã;5A
094731;138462;Manhã;5B
094731;138460;Manhã;5C
094731;151293;Manhã;ANO 6 AMOSTRAL
094731;151294;Manhã;ANO 8 AMOSTRAL
094731;138454;Tarde;3A
094731;138455;Tarde;3B
094731;138456;Tarde;3C
094731;138465;Tarde;7A
094731;138466;Tarde;7B
094731;138467;Tarde;7C
094731;138471;Tarde;9A
094749;131408;Manhã;5A
094749;131409;Manhã;5B
094749;151296;Manhã;ANO 6 AMOSTRAL
094749;131412;Manhã;7A
094749;131413;Manhã;7B
094749;131414;Manhã;7C
094749;131415;Manhã;7D
094749;131416;Manhã;7E
094749;151297;Manhã;ANO 8 AMOSTRAL
094749;131402;Tarde;3A
094749;131403;Tarde;3B
094749;131404;Tarde;3C
094749;151295;Tarde;ANO 4 AMOSTRAL
094757;151298;Manhã;ANO 4 AMOSTRAL
094757;151299;Manhã;ANO 6 AMOSTRAL
094757;141712;Manhã;7A
094757;141713;Manhã;7B
094757;141714;Manhã;7C
094757;151300;Manhã;ANO 8 AMOSTRAL
094757;141720;Tarde;3A
094757;141721;Tarde;3B
094757;141722;Tarde;3C
094757;141723;Tarde;3D
094757;141724;Tarde;3E
094757;141725;Tarde;5A
094757;141726;Tarde;5B
094757;141727;Tarde;5C
094765;151301;Manhã;ANO 4 AMOSTRAL
094765;142592;Manhã;5A
094765;142593;Manhã;5B
094765;151302;Manhã;ANO 6 AMOSTRAL
094765;142600;Manhã;7A
094765;142601;Manhã;7B
094765;142599;Manhã;9A
094765;142588;Tarde;3A
094765;142589;Tarde;3B
094765;151303;Tarde;ANO 8 AMOSTRAL
094773;133368;Integral;3A
094773;151304;Manhã;ANO 4 AMOSTRAL
094773;133370;Manhã;5A
094773;133371;Manhã;5B
094773;151305;Tarde;ANO 6 AMOSTRAL
094773;133373;Tarde;7A
094773;133374;Tarde;7B
094773;151306;Tarde;ANO 8 AMOSTRAL
094773;133377;Tarde;9A
094781;131739;Manhã;3A
094781;131740;Manhã;3B
094781;131741;Manhã;3C
094781;131742;Manhã;3D
094781;151307;Manhã;ANO 4 AMOSTRAL
094781;131745;Tarde;5A
094781;131746;Tarde;5B
094781;151308;Tarde;ANO 6 AMOSTRAL
094781;131750;Tarde;7A
094781;131751;Tarde;7B
094781;131752;Tarde;7C
094781;151309;Tarde;ANO 8 AMOSTRAL
094790;132853;Manhã;3A
094790;132854;Manhã;3B
094790;151310;Manhã;ANO 4 AMOSTRAL
094790;132858;Tarde;5A
094790;132859;Tarde;5B
094790;132860;Tarde;5C
094790;151311;Tarde;ANO 6 AMOSTRAL
094790;132864;Tarde;7A
094790;132865;Tarde;7B
094790;132866;Tarde;7C
094790;151312;Tarde;ANO 8 AMOSTRAL
094803;130557;Manhã;5A
094803;130558;Manhã;5B
094803;130559;Manhã;5C
094803;130560;Manhã;5D
094803;151314;Manhã;ANO 6 AMOSTRAL
094803;130564;Manhã;7A
094803;130565;Manhã;7B
094803;130566;Manhã;7C
094803;151315;Manhã;ANO 8 AMOSTRAL
094803;130569;Manhã;9A
094803;130550;Tarde;3A
094803;130551;Tarde;3B
094803;130552;Tarde;3C
094803;151313;Tarde;ANO 4 AMOSTRAL
094811;141003;Manhã;3A
094811;141004;Manhã;3B
094811;141005;Manhã;3C
094811;141009;Manhã;5A
094811;141010;Manhã;5B
094811;141011;Manhã;5C
094811;141016;Manhã;7A
094811;141017;Manhã;7B
094811;141018;Manhã;7C
094811;141019;Manhã;7D
094811;141024;Manhã;9A
094811;141025;Manhã;9B
094811;151316;Tarde;ANO 4 AMOSTRAL
094811;151317;Tarde;ANO 6 AMOSTRAL
094811;151318;Tarde;ANO 8 AMOSTRAL
094820;142832;Manhã;5A
094820;142833;Manhã;5B
094820;142834;Manhã;5C
094820;151320;Manhã;ANO 6 AMOSTRAL
094820;142838;Manhã;7A
094820;142839;Manhã;7B
094820;142840;Manhã;7C
094820;142841;Manhã;7D
094820;151321;Manhã;ANO 8 AMOSTRAL
094820;142826;Tarde;3A
094820;142827;Tarde;3B
094820;142828;Tarde;3C
094820;151319;Tarde;ANO 4 AMOSTRAL
094838;138274;Manhã;3A
094838;138275;Manhã;3B
094838;138276;Manhã;3C
094838;151322;Manhã;ANO 4 AMOSTRAL
094838;138279;Tarde;5A
094838;138280;Tarde;5B
094838;138281;Tarde;5C
094838;151323;Tarde;ANO 6 AMOSTRAL
094838;138282;Tarde;7A
094838;138283;Tarde;7B
094838;151324;Tarde;ANO 8 AMOSTRAL
094846;140972;Manhã;5A
094846;140973;Manhã;5B
094846;140974;Manhã;5C
094846;151326;Manhã;ANO 6 AMOSTRAL
094846;140965;Manhã;7A
094846;140966;Manhã;7B
094846;140967;Manhã;7C
094846;140968;Manhã;7D
094846;151327;Manhã;ANO 8 AMOSTRAL
094846;140955;Tarde;3A
094846;140956;Tarde;3B
094846;140957;Tarde;3C
094846;151325;Tarde;ANO 4 AMOSTRAL
094854;138922;Manhã;3A
094854;138923;Manhã;3B
094854;138924;Manhã;3C
094854;151328;Manhã;ANO 4 AMOSTRAL
094854;138928;Tarde;5A
094854;138929;Tarde;5B
094854;138930;Tarde;5C
094854;151329;Tarde;ANO 6 AMOSTRAL
094854;138934;Tarde;7A
094854;138935;Tarde;7B
094854;138936;Tarde;7C
094854;151330;Tarde;ANO 8 AMOSTRAL
094862;142628;Manhã;3A
094862;142629;Manhã;3B
094862;142630;Manhã;3C
094862;151331;Manhã;ANO 4 AMOSTRAL
094862;142633;Manhã;5A
094862;142634;Manhã;5B
094862;142635;Manhã;5C
094862;151333;Manhã;ANO 8 AMOSTRAL
094862;151332;Tarde;ANO 6 AMOSTRAL
094862;142642;Tarde;7A
094862;142643;Tarde;7B
094862;142644;Tarde;7C
094871;137927;Manhã;3A
094871;137928;Manhã;3B
094871;137929;Manhã;3C
094871;151334;Manhã;ANO 4 AMOSTRAL
094871;137944;Tarde;5A
094871;137945;Tarde;5B
094871;137946;Tarde;5C
094871;151335;Tarde;ANO 6 AMOSTRAL
094871;137933;Tarde;7A
094871;137934;Tarde;7B
094871;137935;Tarde;7C
094871;137936;Tarde;7D
094871;151336;Tarde;ANO 8 AMOSTRAL
094871;137940;Tarde;9A
094889;151338;Manhã;ANO 6 AMOSTRAL
094889;137705;Manhã;7A
094889;137706;Manhã;7B
094889;151339;Manhã;ANO 8 AMOSTRAL
094889;137709;Manhã;9A
094889;137695;Tarde;3A
094889;137696;Tarde;3B
094889;137697;Tarde;3C
094889;151337;Tarde;ANO 4 AMOSTRAL
094889;137701;Tarde;5A
094889;137702;Tarde;5B
094897;139353;Manhã;3A
094897;139354;Manhã;3B
094897;139355;Manhã;3C
094897;139356;Manhã;3D
094897;151340;Manhã;ANO 4 AMOSTRAL
094897;139361;Manhã;5A
094897;139362;Manhã;5B
094897;139363;Manhã;5C
094897;151341;Tarde;ANO 6 AMOSTRAL
094897;139368;Tarde;7A
094897;139369;Tarde;7B
094897;139370;Tarde;7C
094897;139371;Tarde;7D
094897;139372;Tarde;7E
094897;151342;Tarde;ANO 8 AMOSTRAL
094901;131846;Manhã;5A
094901;131847;Manhã;5B
094901;151344;Manhã;ANO 6 AMOSTRAL
094901;131850;Manhã;7A
094901;131851;Manhã;7B
094901;131852;Manhã;7C
094901;131856;Manhã;7D
094901;151345;Manhã;ANO 8 AMOSTRAL
094901;131855;Manhã;9A
094901;131839;Tarde;3A
094901;131840;Tarde;3B
094901;131841;Tarde;3C
094901;151343;Tarde;ANO 4 AMOSTRAL
094919;136781;Manhã;3A
094919;136782;Manhã;3B
094919;136806;Manhã;3C
094919;151346;Manhã;ANO 4 AMOSTRAL
094919;136786;Manhã;5A
094919;136787;Manhã;5B
094919;136788;Manhã;5C
094919;151348;Manhã;ANO 8 AMOSTRAL
094919;151347;Tarde;ANO 6 AMOSTRAL
094919;136797;Tarde;7A
094919;136798;Tarde;7B
094919;136799;Tarde;7C
094919;136800;Tarde;7D
094927;151349;Manhã;ANO 4 AMOSTRAL
094927;136429;Manhã;5A
094927;136430;Manhã;5B
094927;136441;Manhã;7A
094927;136442;Manhã;7B
094927;136443;Manhã;7C
094927;136456;Manhã;7D
094927;151351;Manhã;ANO 8 AMOSTRAL
094927;136454;Tarde;3A
094927;136455;Tarde;3B
094927;151350;Tarde;ANO 6 AMOSTRAL
094935;143066;Manhã;3A
094935;143067;Manhã;3B
094935;151352;Manhã;ANO 4 AMOSTRAL
094935;143070;Manhã;5A
094935;143071;Manhã;5B
094935;151353;Tarde;ANO 6 AMOSTRAL
094935;143074;Tarde;7A
094935;143075;Tarde;7B
094935;143076;Tarde;7C
094935;151354;Tarde;ANO 8 AMOSTRAL
094935;143079;Tarde;9A
094935;143080;Tarde;9B
094943;134603;Manhã;3A
094943;134604;Manhã;3B
094943;151355;Manhã;ANO 4 AMOSTRAL
094943;134608;Manhã;5A
094943;134609;Manhã;5B
094943;151356;Manhã;ANO 6 AMOSTRAL
094943;134618;Manhã;9A
094943;134619;Manhã;9B
094943;134613;Tarde;7A
094943;134614;Tarde;7B
094943;134615;Tarde;7C
094943;151357;Tarde;ANO 8 AMOSTRAL
094951;132472;Manhã;5A
094951;132473;Manhã;5B
094951;132474;Manhã;5C
094951;151359;Manhã;ANO 6 AMOSTRAL
094951;132478;Manhã;7A
094951;132479;Manhã;7B
094951;151360;Manhã;ANO 8 AMOSTRAL
094951;132482;Manhã;9A
094951;132466;Tarde;3A
094951;132467;Tarde;3B
094951;132468;Tarde;3C
094951;151358;Tarde;ANO 4 AMOSTRAL
094960;134943;Manhã;5A
094960;134944;Manhã;5B
094960;134945;Manhã;5C
094960;151362;Manhã;ANO 6 AMOSTRAL
094960;134949;Manhã;7A
094960;134950;Manhã;7B
094960;134951;Manhã;7C
094960;151363;Manhã;ANO 8 AMOSTRAL
094960;134938;Tarde;3A
094960;134939;Tarde;3B
094960;151361;Tarde;ANO 4 AMOSTRAL
094978;142214;Manhã;3A
094978;142215;Manhã;3B
094978;151364;Manhã;ANO 4 AMOSTRAL
094978;142219;Manhã;5A
094978;142220;Manhã;5B
094978;142221;Manhã;5C
094978;151365;Tarde;ANO 6 AMOSTRAL
094978;142226;Tarde;7A
094978;142227;Tarde;7B
094978;142228;Tarde;7C
094978;151366;Tarde;ANO 8 AMOSTRAL
094986;151368;Manhã;ANO 6 AMOSTRAL
094986;143054;Manhã;7A
094986;143055;Manhã;7B
094986;143056;Manhã;7C
094986;151369;Manhã;ANO 8 AMOSTRAL
094986;143060;Manhã;9A
094986;143061;Manhã;9B
094986;143044;Tarde;3A
094986;143045;Tarde;3B
094986;151367;Tarde;ANO 4 AMOSTRAL
094986;143048;Tarde;5A
094986;143049;Tarde;5B
094986;143050;Tarde;5C
094994;143931;Manhã;3A
094994;143932;Manhã;3B
094994;143933;Manhã;3C
094994;143951;Manhã;3D
094994;151370;Manhã;ANO 4 AMOSTRAL
094994;151371;Manhã;ANO 6 AMOSTRAL
094994;143953;Manhã;9A
094994;143937;Tarde;5A
094994;143938;Tarde;5B
094994;143939;Tarde;5C
094994;143944;Tarde;7A
094994;143945;Tarde;7B
094994;143946;Tarde;7C
094994;143947;Tarde;7D
094994;143948;Tarde;7E
094994;151372;Tarde;ANO 8 AMOSTRAL
095001;151373;Manhã;ANO 4 AMOSTRAL
095001;151374;Manhã;ANO 6 AMOSTRAL
095001;151375;Manhã;ANO 8 AMOSTRAL
095001;137682;Tarde;3A
095001;137684;Tarde;3B
095001;137685;Tarde;3C
095001;137686;Tarde;5A
095001;137687;Tarde;5B
095001;137688;Tarde;5C
095001;137683;Tarde;7A
095001;137689;Tarde;7B
095001;137690;Tarde;7C
095010;131041;Manhã;3A
095010;131042;Manhã;3B
095010;131043;Manhã;3C
095010;151376;Manhã;ANO 4 AMOSTRAL
095010;131047;Tarde;5A
095010;131048;Tarde;5B
095010;131049;Tarde;5C
095010;131050;Tarde;5D
095010;151377;Tarde;ANO 6 AMOSTRAL
095010;131054;Tarde;7A
095010;131055;Tarde;7B
095010;151378;Tarde;ANO 8 AMOSTRAL
095010;131058;Tarde;9A
095028;132147;Manhã;3A
095028;132148;Manhã;3B
095028;151379;Manhã;ANO 4 AMOSTRAL
095028;132152;Tarde;5A
095028;132153;Tarde;5B
095028;132154;Tarde;5C
095028;151380;Tarde;ANO 6 AMOSTRAL
095028;132158;Tarde;7A
095028;132159;Tarde;7B
095028;132160;Tarde;7C
095028;151381;Tarde;ANO 8 AMOSTRAL
095028;132163;Tarde;9A
095036;142945;Manhã;3A
095036;142947;Manhã;3B
095036;151382;Manhã;ANO 4 AMOSTRAL
095036;142950;Manhã;5A
095036;142951;Manhã;5B
095036;151383;Tarde;ANO 6 AMOSTRAL
095036;142953;Tarde;7A
095036;142954;Tarde;7B
095036;142955;Tarde;7C
095036;151384;Tarde;ANO 8 AMOSTRAL
095036;142959;Tarde;9A
095044;132672;Manhã;5A
095044;132673;Manhã;5B
095044;132674;Manhã;5C
095044;151386;Manhã;ANO 6 AMOSTRAL
095044;132681;Manhã;7A
095044;132682;Manhã;7B
095044;132684;Manhã;7C
095044;151387;Manhã;ANO 8 AMOSTRAL
095044;132665;Tarde;3A
095044;132666;Tarde;3B
095044;132667;Tarde;3C
095044;151385;Tarde;ANO 4 AMOSTRAL
095052;131337;Manhã;5A
095052;151389;Manhã;ANO 6 AMOSTRAL
095052;131341;Manhã;7A
095052;131342;Manhã;7B
095052;151390;Manhã;ANO 8 AMOSTRAL
095052;131345;Manhã;9A
095052;131346;Manhã;9B
095052;131333;Tarde;3A
095052;131334;Tarde;3B
095052;151388;Tarde;ANO 4 AMOSTRAL
095052;131338;Tarde;5B
095061;140885;Manhã;3A
095061;151392;Manhã;ANO 6 AMOSTRAL
095061;151393;Manhã;ANO 8 AMOSTRAL
095061;140896;Tarde;3B
095061;151391;Tarde;ANO 4 AMOSTRAL
095061;140897;Tarde;5A
095061;140898;Tarde;5B
095061;140899;Tarde;7A
095061;140901;Tarde;7B
095061;140902;Tarde;7C
095061;140900;Tarde;9A
095079;132355;Manhã;3A
095079;132356;Manhã;3B
095079;132357;Manhã;3C
095079;151394;Manhã;ANO 4 AMOSTRAL
095079;132360;Tarde;5A
095079;132361;Tarde;5B
095079;151395;Tarde;ANO 6 AMOSTRAL
095079;132362;Tarde;7A
095079;132363;Tarde;7B
095079;151396;Tarde;ANO 8 AMOSTRAL
095079;132366;Tarde;9A
095087;140798;Manhã;5A
095087;140799;Manhã;5B
095087;140807;Manhã;5C
095087;151398;Manhã;ANO 6 AMOSTRAL
095087;140802;Manhã;7A
095087;140803;Manhã;7B
095087;151399;Manhã;ANO 8 AMOSTRAL
095087;140793;Tarde;3A
095087;140794;Tarde;3B
095087;140795;Tarde;3C
095087;151397;Tarde;ANO 4 AMOSTRAL
095095;143251;Integral;3A
095095;143252;Integral;3B
095095;143255;Integral;5A
095095;143256;Integral;5B
095095;143259;Integral;7A
095095;143260;Integral;7B
095109;151401;Manhã;ANO 6 AMOSTRAL
095109;137307;Manhã;7A
095109;137308;Manhã;7B
095109;151402;Manhã;ANO 8 AMOSTRAL
095109;137311;Manhã;9A
095109;137301;Tarde;3A
095109;137302;Tarde;3B
095109;151400;Tarde;ANO 4 AMOSTRAL
095109;137305;Tarde;5A
095109;137306;Tarde;5B
095117;151404;Manhã;ANO 6 AMOSTRAL
095117;131972;Manhã;7A
095117;131973;Manhã;7B
095117;131974;Manhã;7C
095117;151405;Manhã;ANO 8 AMOSTRAL
095117;131978;Manhã;9A
095117;131979;Manhã;9B
095117;131985;Tarde;3A
095117;131986;Tarde;3B
095117;151403;Tarde;ANO 4 AMOSTRAL
095117;131970;Tarde;5A
095117;131971;Tarde;5B
095125;151407;Manhã;ANO 6 AMOSTRAL
095125;135188;Manhã;7A
095125;135189;Manhã;7B
095125;135190;Manhã;7C
095125;151408;Manhã;ANO 8 AMOSTRAL
095125;135183;Manhã;9A
095125;135184;Manhã;9B
095125;135196;Tarde;3A
095125;135197;Tarde;3B
095125;151406;Tarde;ANO 4 AMOSTRAL
095125;135202;Tarde;5A
095125;135198;Tarde;5B
095125;135199;Tarde;5C
095133;141419;Manhã;3A
095133;141420;Manhã;3B
095133;151409;Manhã;ANO 4 AMOSTRAL
095133;141423;Manhã;5A
095133;141424;Manhã;5B
095133;141425;Manhã;5C
095133;151410;Tarde;ANO 6 AMOSTRAL
095133;141426;Tarde;7A
095133;141427;Tarde;7B
095133;141428;Tarde;7C
095133;151411;Tarde;ANO 8 AMOSTRAL
095141;151413;Manhã;ANO 6 AMOSTRAL
095141;143913;Manhã;7A
095141;143916;Manhã;7B
095141;143917;Manhã;7C
